score,content
1,dana refund belum kembali udah sebulan proses berbelitcs tidak ada cs tidak meresponkecewa
1,kenapa gk bisa masuk ke akun dgn pasword lagi huu nomer hp mati biasanya pake password bisa ini jdi gabisa masuk ke akun ngapain pake otp lagi seharusnya password dulu
1,baru belanja  barang dah salah kirimpas diretur proses nya lama banget tulisannya disuruh nunggu  hari nyatanya dah  minggu lebih gak dipeduliin mending aplikasi sebelah sih fast respon
5,oke banget cari barang murah tpi ga murahan
5,sangat bagus dan kurirnya juga ramahdan baik semoga lebih semangat lagi ya pak kurir dan tokopedia yasukses selalu ya amin
3,kenapa sekarang sering handover dan pengirimin sering terlambat bahkan melebihi estimasi tanggal
1,hati kalo belanja di tokopedia  banyak penipuan yg dilindungi pihak tokopedia saya pesan minyak datange garam  di retur gak bisa gara alamat penjual tidak lengkap  pihak tokopedia juga tidak mau tanggung jawab mending blanja di merchat lain aja yg amanah dan aman
4,mau masuk ke akun toped sendiri susah soalnya belum mendapatkan kode dari toped tapi waktu sudah habis x saja
5,setiap pembelian selalu agak sedikit terlambat tapi tidak ada masalah yg pnting brgnya sesuai
1,pelayanan buruk tidak rekomendasi belanja di sini apalagi masih menggunakan kurir jne sangat kecewa pelayanan dan kurir nya
5,best of the best
1,jelek
1,notifikasi pop up updatenya sangat menganggu  tolong di hilangkan
5,jos gandos
5,penyelesaian masalah retur belajar lah dr lapak sebelah ga pakai lama
5,baik baik saja aplikasi toko pedia
4,cukup gampang dlam transaksinya
5,alham dulillah selama aq pakai tokopedia selalu dapt vocer gratis dan dapt diskonmisalnx hrga pempes  di toko pepdia  kadang  terimakasih selalu ngasik diskonsemoga kedepanx tetap seperti itu biar gk kecewa
1,semakin semwrawuttidak tertata dg baik
1,iklan mulu
1,banyak gangguan ketika mau masukin barang ke keranjang terjadi kesalahan pada server kamicobalah beberapa saat lagi  itu sering terjadi
5,keren saya suka
5,jellaass
5,ok bgs bgt
1,lama
1,kenapa saat saya menggunakan situs tokopedia dan chek out melalui situs tidak bisa codbahkan menu pemilihan pembayaran tidak ada pilihan cod hanya ada debit dan dll kenapa aplikasi pun cod ku masih di nonaktifkansaat mau pake situs pun pilihan pembayaran cod gak adaada nya non cash padahal di bawah deskripsi ada tulisan bisa cod dari sistem toko
1,ongkir terlalu mahal
1,bugnya tolong di benerin pas isi alamat udh lengkap juga masih di suruh isi alamat
1,penjualnya lelet eh deliverynya juga lelet padahal banyak barang yg susah nemu di shopee macem binatang tapi ya gitu sengaja pake instantsameday biar cepet walau ongkir lebih mahal tapi yg jualnya lelet ga langsung kirim dan kurirnya juga sama ga langsung diambil harusnya bikin sistem pinalti biar penjual satset jadi ogah beli di tokped
1,pelayanan nya parah banget
1,tolonglahkalo live chat tu dibales engga dianggurinsaldo ketahan jt lebih woi
1,aplikasi makin berattampilan makin berantakan  suka prank promo
5,assalamu alaikumwr wbmet mlm hay gays ini apk yg bagus buat hiduphp kitayu instal ok
1,ribet bet gak kek sebelah
5,saya masih pemula jadi blm tau apa apa
1,ongkir gak ngotak plus gak ada voucher free ongkir lg pula ckck
1,banyak iklan
5,ok
1,dapat hadiah  ribu suruh belanja dulu setelah belanja hadiahnya  ribu dimanakemana gimana cara pakainya tolong jangan penipuan seperti ini
1,dah lah sampe  kali ditipu sama penjual selebihnya mungkin uninstal aja heran koped ga ada tindakan sama seller seller nakal itu
1,admin tokopedia lama banget bls untuk penanganan masalah komplain juga lama banget males belanja disini beda sama marketplace lain
1,kalo bikin aplikasi yang berbobot donk massa yang ditampilin ga senonoh
5,enak nya pake apikasi tokopedia bisa belanja dari luar negri pokok keren membantu sekali mau nyicil perabotan rumah
1,pesan di marketplace ini lama sekali sampainya beda sama yang oren
1,udah bayar mahal di riwayat transaksi gada barang yg saya beli tokpedcare juga ga respon gada solusi ni apk banyak bug yg merugikan
5,mantap
3,bisa cod mantap
3,udah jarang dapet voucher diskonnya pindah shopee aja ah
1,kebijakan tokped sangat merugikan umkm saldo penjual di tahan pdhl mau buat muter lagi uangnya bayangin jt saldo saya di tahan  jahat bgt  pdhl tidak ada problem apa apa barang juga sudah sampai di customer tanpa kurang apapun alasan nya saldo sedang di review kocak bgt mana komplain yg bls bot semua bener kapok jualan di marketplace ini
5,sangat membantu
5,baik
1,parah gada customer service nya cuy mending jangan pake app ini yang lain aja sampe lu mati jg ga akan dibales sama cs nya kacau sistem dia yang bermasalah pengen ngadu ke cs malah ga dibales jangan lagi deh gua balikin barang ke seller progress nya ga muncul padahal resi udh dimasukin dibilang blm dikirim parah bisa rugi  jt gua klo ini ga ada solusinya kapok udh dari tahun  pakai kesini makin kacau gadiurus customernya parah
1,dulu aplikasi nya ringan sekarang makin berat malah lebih berat dari shopee
5,good aplikasi
1,susah melakukan pembayaran katanya masalah jaringan tapi pas di coba di apk lain malah berhasil mending pindah ke apk sebelah kalo kek gini
3,pelayanannya lambat skli
5,bagus
5,jarang ada voucher sekarang sulit banget
3,untuk sekarang ngak tau kenapa pengiriman super lama sekalikayak kita pakai paket promo ajaapalagi ekpedisi ninja
2,bagus tp sayang klo gratis ongkir suka rekomendasi kan kurir dgn pelayanan terburuk dan tdk ada garansi tepat waktu pengirimannya alhasil paket akan lama bahkan sampe dikembalikan ke seller nya parah ini toped
5,mantapmudah di mengerti dan dipahami belanja disini dgn pembayaran lewat dana
5,aplikasi lancar udah ga ngeleg
5,baik banget lop
3,user interface makin jelek ribet ngapain si update malah tambah jelek
5,bagus
1,aplikasi maling saldo dana
4,min ya allah tolongin uang saya hampir seratus ribu di batalkan oleh sistem karena promo udah nunggu  jam belum di refund  saya nabung nya susah susah min nyisihin uang sekolah min tolong min balikin itu niatnya mau saya bawa rihlah sekolahh
5,tidak ada masalah dengan data kependudukan pasal ayat  terima kasih
1,beli voucher googleplay tidak bisa di redeem
3,apaan si sebulan sekali minta update mulu pop up updatenya ganggu bgt lagi kenapa ga update dari server site aja si harus dari client site mulu
5,mantap
5,aman dan nyaman
1,ekspedisi pengiriman sangat lama sekali beda sama si toko oren abis ini unistal dah
5,sangat mudah
1,kenapa gk bisa di update ni plis lh tolong
5,mudah dan banyak kupon
1,di tingkat kan kerjasamaya toko penipu masi aja di perboleh kan jualan tingkatkan pengecekan toko ya dan alamat ya konsumen yang kenak tipu ribet ngurus ya tolong di perhatiakan kenyamanan konsumen
1,tokped nya error nih orang buka tiktok aja lancar
1,istri saya ketipu di applikasi inidan pengembalian dana ribetbisany penipuan bisa jualan di applikasi ini
1,dari dulu di aplikasi ini kalo belanja menggunakan kupon promo pesanannya selalu jadi gagal niat hati nyoba lagi pake ini aplikasi buat belanja tgl  mei kemaren saya nyoba belanja menggunakan kupon promo dan ya hasilnya masih sama selalu gagal dan promonya hilang udah paling bener dan belanja pake shope promonya juga asli
1,jangan download tokopedia jangan belanja ditokopedia barang kita hilang aja gada tanggung jawabnya komplain gak ditanggapi hangus begitu aja beli barang mahal dibawa kurir gada tanggung jawabnya duit ga balik
1,menganggu sys ikln ini
5,bgus
5,ini seller tokped ngapa sering ngaret dah ngirim pesanan sengaja kah biar konsumen pindah ke tokol sebelah gimana ini tokped benahin itu sistemnya yg ada tar pelanggan pindah ke apk sebelah
1,iklan nya mengganggu
2,makin parah ni pengirimannya melebihi estimasi paket malah di handover beberapa kali ganti ekspedisi
5,good job good luck
5,ok
1,tokopedia care nya payah live chat nunggu balasan ber jam jam dilayani cuma sama ai yang ga ngerti masalah yang terjadi ga ada call center lain selain tokopedia care yang payah ini
1,ini kenapa ya tokopedia makin kesini makin tidak ada diskonnya kemarin² banyak sekali diskonnya
1,aku gk suka bgt
1,promo turun drastis kurir rekomendasi lelet ongkir lebih mahal dari toko oren harga barang juga lebih mahal dari toko oren yg di inginkan customer seller amanah harga bersaing pengiriman cepat support semua ewallet untuk pembayaran
2,tokopedia tolong putuskan kerja sama sama ekpedisi id express kurir y banyak kasus masa pengiriman satu kota  hari
5,good
3,untuk ewalet seyogyanya jangan disamakan no hp yg sama di toko pedia karena pendaftara ewalet premium hanya menggunakan satu ktp saja
2,bonus cashback cuma bisa  dipakai sama saja bohong minimal mencapai
1,fitur komplain sering ada bug atau crash
5,membantu
5,mantap tokped
2,lacak pesanan tidak akurat dan pengiriman nya lambatlama  komplain aja kelamaan nunggu  hari gerak cepatlah
5,baik
5,susah dapat payleter nya apalagi kalau jelek bi cheking nya
5,alhamdulillah wa syukur kepada allah
5,jangan ragu untuk instal tokopediaamanah terpercaya
1,barang banyak yang hilang tolong pengembalian dana nya jangan lama saya mau belanja lagi jadi susah
5,pengisian pulsa murah dan cepat mudah dan praktis terima kasih toko pedia
5,aplikasi bagussangat membantu dalam belanja ke butuhan barang
5,sangat bagus
5,banyak diskon
5,rekomended beli barang elektronik
5,tempat belanja favorit
1,sekali aja sih belanja di tokped ceritanya toko sedang libur dari tanggal  mei tapi status toko buka watepak dan barang lama dalam pengiriman pada tanggal  mei saya melakukan pembatalan tapi ternyata harus dengan persetujuan penjual lah seperti pemaksaan saya sudah yakin nggak bakalan mau toko dibatalkan jadi nyesel belanja disini next di lzd aja pantes penggunannya pada kabur
5,mantep
5,terbaik
1,layanan buruk dan kontak service juga buruk
5,sangat bagus
1,ada market yg natal barang yg di pajang tdk sesuai yg dikirim tokonya namanya ruang kecantikan
2,kebanyakan seller penipu return ribet justru yg menang malah penjual penipu alamat penjual wkt di return bukan alamat asli smpi kiamat pun klo return kya gini duit gak bklan balik nanya cs yg jwb robot seller penipubarang gak dpt duit di ksh ke seller penipu jngn smpi kena tipu dah
5,ok
5,layanan sangat penting
1,toko pedia sekarang pelit voucher diskon gk kayak dulu padahal saya pengguna dari dulu dulu tiap tgl hingga akhir bulan ada selalu potongan sekarang gk ada udah gitu aplikasi yg sekarang lebih ribet gk kayak dulu
1,update terus tapi tambah busuk nambah lemot
1,semakin payah disaat marketplace lain berlomba banyak promo diskon voucher produk ongkir sampe metode pembayaran tapi tokped cuma kasih gratis ongkir doang udah pelit sama voucher diskon udah lama gak beli lewat tokped karena satupun gak ada voucher diskon ditambah kalo belanja via tokped pasti lelet nyampe sikurirnya gak diprioritasin pengirimannya sama ekspedisinya pasti nanti lama nasibnya kaya bukalapak
1,ga muncut payleter
5,aplikasinya bagus sejauh ini ga ada masalahaman
5,tolong ada penilaian buat kurir juga yakarena kmren saya pesan brang kurirnya blg jatoh tpi ada fto brang di terimadan trnyata kurir itu sndri yg nerimanyatolong dong di bnerin lagi hal kaya gini bisa ngerugiin konsumen
1,ga da program gratis ongkir lagi
2,saya sebelumnya pake shoopecuma sekarang shoope hanya menggunakan pengiriman lewat spxtanpa menggunakan jasa pengiriman lain lagi mangkanya saya menggunakan tokpedeh ternyata tokped masih sama kaya dulu banyak tokonya yang lama dalam memproses pengiriman barangstatus di proses bisa sampe  hari dengan alasan kurir belum pickup karena hujan padahal disatu kota yang sama dengan saya dan tidak hujantolonglah beresin tokotoko yang seperti itu kasih peringatan atau banned sekalian
2,buang expedisi sampah macam jne dan si cepat dari pengiriman
5,proses pembayarannya cepat tidak ada kendalasemoga untuk barang datang nya bisa lebih awal kedatangannyaterimakasih
1,bertahun jd pengguna dan bikin cc toped baru kali ini belanja kok tdk ada kupon free ongkir nya yg biasanya selalu muncul otomatis bahkan di moment  pun ga muncul akhirnya isi keranjang di kosongin aja pindah ke toko sebelah oh iya sdh berusaha komplain ke cs mulai dr yg robot sama yg semi robot tp jawabannya klise sekali khas jawaban anak magang yg baru pertama kali menghandle komplain teruslah begini krn sebentar lg mau sy uninstall aplikasi ini
2,terlalu ribet banyak yg harus di tulis dan terlalu banyak makan memori
1,saya belanja disini kecewa sekali beli popok datengnya cese hp udah di retur dikirim penjuanya ndak bisa di hubungi kurir duit belum balik juga komplen dengan cs tidak di tanggapi tolong penjual nakal di tidak lanjuti
5,ok
5,tokopedia memang is the best
1,aplikasi sering kali ngelag di handphone android versi  dan tidak cocok digunakan untuk kalangan ekonomi rendah miskin tokopedia hanya menjual produk untuk kalangan menengah ke atas dengan penggunaan handphone android minimal versi  ke atas tertanda herdy nova simanullang
1,gak bisa cod
1,tokopedia sekarang banyak toko jual barang palsu gak kayak lazada ma shopee murah ajah asli
5,mantabb
2,tokped sebaiknya evaluasi lagi pengiriman menggunakan id express dan si cepat x pesanan saya dinyatakan hilang dan x pesanan saya di retur tanpa diantar ke alamat tujuan jujur ini sangat merugikan konsumen dan penjual
5,mau belajar mencari cuan di hape
1,kok anah di tokopedia tiktok dan shopee ada map nya buat bisa liat paketnya di mana tapi di tokopedia ga ada dan sekarang fitur tuker tambah hp dah di hapus sama tokopedia
2,kenapa saldo saya masih di tahan sudah  hari ini dengan alasan review dana tetapi kok prosesnya lama sekali
1,tokopedia kurang tegas memberi sanksi buat toko yang bermasalah menjadikan rugi  pihak yaitu pembeli
5,belanjaya murah murah
1,pesanan saya di batalkan penjual setelah dana refund masuk ke saldo toko pedia saya coba tarik ke rekening bank sampai sekarang gak ada kejelasan cs gak ada respon dana saya tidak kunjung dikirim udah terus terusan chat cs gak ada respon sampai sekarang setatus penarikan dana sedang di reviw gak jelas dengan kesal hati saya akan bawa masalah ini ke kantor polisi
5,bagus
5,
5,mantap
1,males belanja ditokopedia penjual seenak nya aja membatalkan pembelian mendingan n di shoope nga pernah dibatalin penjual dikirim terus belanja online nga berbobot sistemnya bisa seenaknya penjual
5,mantul
5,bagus bnyak diskon
5,ok
5,nice
2,sebenarnya ok toko online shop ini cuma akhir ini aku harus cod aja krna dana aku gak bisa di pake trus kalo mau di copot suka ada gangguan aja heran setiap mau ngecek pasti gangguan melulu hufs antara sedih dan kecewa campur aduk udh di aduin ke tokopedia care tpi jawabannya tidak memuaskan terimakasih
5,mantap juragan
5,app ini sgt mmbntu
5,senang sekali
2,jauh kalau sama shopee
5,
5,gratis ongkirnya di bnyk in dong biar masing enak belanjanya bagi yg di luar daerah yg jauh dr kota besar
5,jangan di tambah dong biaya admin nya
2,klik fitur tanya di diskusi malah internet anda terganggu tolong programmer fitur itu penting banget
5,sebelum nya saya ksh bintang satuakibat saya ditipu oleh salah satu toko karena tokped menindaklanjuti dgn tegas toko yg bermasalah karena penipuan saya rasa pantas klo tokped diberi bintang full bwt pembeli yg lain jgn ragu laporkan produk pesanan kalian yg bermasalah dgn bukti fotovideo yg cukup insyaalloh tokped proses dgn tegas seperti yg saya alami tinggal nunggu refund ja jgn ragu utk melaporkan tindakan penipuan dari tokoseller terimakasih tokped
